user_id:token,timestamp,popularity_label,item_popularity
100653,0.6170153617858887,-1,0
100656,0.6831241250038147,-1,-1
100669,0.8909344673156738,-1,-1
100670,0.9249651432037354,-1,0
100671,0.8892608284950256,1,1
100672,0.8881450295448303,1,1
100683,0.9944211840629578,-1,-1
100684,0.9570432305335999,1,1
100716,0.9040446281433105,1,1
100719,0.8873082399368286,1,1
100721,0.8845188021659851,1,1
100735,0.833193838596344,1,1
100747,0.7542538642883301,-1,1
100747,0.7642956972122192,-1,1
100747,0.8058577179908752,-1,0
100747,0.8278940320014954,-1,1
100749,0.8426778316497803,1,1
100752,0.8278940320014954,1,1
10076,0.8292887210845947,1,1
100767,0.8337517380714417,1,1
100781,0.8234309554100037,1,1
100784,0.8206415772438049,1,1
100785,0.8198047280311584,1,1
100795,0.8410041928291321,1,1
100796,0.8362622261047363,-1,0
100799,0.8290097713470459,-1,0
100803,0.8234309554100037,1,1
100806,0.8181310892105103,1,1
100813,0.7394700050354004,0,0
100813,0.7941422462463379,0,1
100831,0.8027893900871277,1,1
100866,0.7682008147239685,-1,0
100867,0.7668061256408691,1,1
100873,0.8390516042709351,1,1
100875,0.7854951024055481,1,1
100876,0.7846583127975464,1,1
100886,0.7550906538963318,1,1
100888,0.7601115703582764,1,1
100894,0.7520223259925842,-1,0
100910,0.7391910552978516,1,1
100935,0.7863319516181946,-1,0
100939,0.7478381991386414,1,1
100976,0.9595537185668945,-1,0
100997,0.6479777097702026,1,1
100999,0.7188284397125244,-1,0
10100,0.7584379315376282,-1,0
101010,0.958716869354248,1,1
101026,0.9347280263900757,1,1
101044,0.9665272235870361,1,1
101045,0.9274755716323853,1,1
101046,0.9252440929412842,1,1
101051,0.8909344673156738,-1,-1
101055,0.8834030628204346,1,1
101094,0.9517433643341064,1,1
101107,0.9768480062484741,-1,0
101108,0.9768480062484741,-1,0
101131,0.859693169593811,1,1
101136,0.8496513366699219,0,1
101136,0.8496513366699219,0,1
101142,0.9726638793945312,-1,0
101145,0.9695955514907837,-1,0
101146,0.9693166017532349,1,1
101159,0.7642956972122192,-1,0
101166,0.9601115584373474,-1,0
101178,0.8379358649253845,-1,0
101197,0.8131101727485657,-1,0
101197,0.8131101727485657,-1,0
10122,0.7835425138473511,-1,0
101230,0.7804741859436035,1,1
101238,0.7933054566383362,-1,0
101239,0.7894002795219421,1,1
10125,0.7751743197441101,1,1
101258,0.944212019443512,-1,0
101259,0.9436541199684143,-1,0
10127,0.7718270421028137,1,1
101289,0.9154811501502991,-1,0
10129,0.769037663936615,-1,0
101312,0.7004184126853943,-1,-1
101321,0.6942817568778992,1,1
101327,0.6811715364456177,1,1
101345,0.690934419631958,1,1
101359,0.6747559309005737,-1,-1
101371,0.6376569271087646,-1,0
101381,0.8675034642219543,1,1
101384,0.6078103184700012,-1,0
101427,0.8948395848274231,1,1
101436,0.8875871896743774,1,1
101440,0.8828451633453369,-1,0
10145,0.5110181570053101,-1,0
101453,0.8677824139595032,1,1
101465,0.9330543875694275,-1,0
101477,0.8343096375465393,1,1
101510,0.8881450295448303,1,1
101562,0.7564853429794312,-1,0
101597,0.7213389277458191,-1,0
101609,0.6828451752662659,-1,-1
101617,0.6741980314254761,1,1
101633,0.8401673436164856,1,1
101634,0.6580195426940918,1,1
101652,0.6301255226135254,-1,-1
101658,0.8465830087661743,1,1
101671,0.7642956972122192,-1,0
10170,0.7642956972122192,1,1
101702,0.8987447619438171,-1,0
101703,0.8987447619438171,-1,0
101716,0.8711296916007996,1,1
10172,0.8158996105194092,1,1
101732,0.8276150822639465,1,1
10174,0.7974895238876343,-1,0
101740,0.7994421124458313,1,1
101745,0.801952600479126,1,1
101749,0.7866109013557434,-1,0
101758,0.7684797644615173,1,1
101777,0.7140864729881287,1,1
10180,0.6200836896896362,-1,0
10182,0.5085076689720154,1,1
101859,0.6633194088935852,-1,-1
101883,0.6970711350440979,1,1
101888,0.717433750629425,1,1
10189,0.5539748668670654,1,1
101905,0.787726640701294,-1,0
101912,0.7712692022323608,-1,0
101929,0.7796373963356018,1,1
101942,0.7584379315376282,-1,0
101951,0.8446304202079773,-1,0
10196,0.8061366677284241,-1,0
101961,0.7821478247642517,1,1
101972,0.9121338725090027,1,1
101990,0.7776848077774048,1,1
101994,0.289818674325943,-1,-1
102000,0.6119944453239441,1,1
102023,0.6117154955863953,-1,1
102023,0.6117154955863953,-1,0
102023,0.6117154955863953,-1,0
102023,0.6117154955863953,-1,0
102023,0.6117154955863953,-1,1
102028,0.8206415772438049,1,1
102066,0.9249651432037354,-1,0
102083,0.8714086413383484,-1,0
102106,0.8270571827888489,-1,0
102107,0.8264992833137512,-1,0
102116,0.8078103065490723,1,1
102119,0.8153417110443115,1,1
102135,0.7673640251159668,-1,0
102142,0.750348687171936,-1,0
102150,0.9232915043830872,1,1
102194,0.9299860596656799,1,1
102234,0.8398884534835815,1,1
102272,0.7450488209724426,-1,0
102274,0.7205020785331726,-1,0
102290,0.9023709893226624,1,1
102292,0.9377963542938232,-1,-1
102294,0.8345885872840881,-1,0
102302,0.8094839453697205,-1,0
102304,0.8011157512664795,1,1
102332,0.9804741740226746,1,1
102340,0.911297082901001,1,1
102348,0.8613668084144592,1,1
102353,0.8304044604301453,1,1
102364,0.787726640701294,1,1
102372,0.9271966814994812,-1,0
102374,0.7408646941184998,1,1
102376,0.7350069880485535,-1,0
102399,0.7757322192192078,1,1
102435,0.8267782330513,-1,0
102445,0.8133891224861145,-1,0
102479,0.7255229949951172,-1,0
102483,0.6223152279853821,1,1
102490,0.934170126914978,1,1
102497,0.874476969242096,-1,0
102507,0.791631817817688,1,1
102514,0.7419804930686951,1,1
102517,0.7350069880485535,-1,0
102525,0.7165969610214233,1,1
102545,0.9034867286682129,-1,0
10256,0.7408646941184998,1,1
102563,0.8273361325263977,-1,0
102589,0.8624825477600098,1,1
10260,0.7294281721115112,-1,1
10260,0.7294281721115112,-1,1
10260,0.7294281721115112,-1,1
10260,0.7294281721115112,-1,1
102605,0.9202231764793396,-1,0
102609,0.8345885872840881,-1,0
102616,0.8239888548851013,-1,0
102619,0.8513249754905701,1,1
102659,0.9556485414505005,1,1
102663,0.9428172707557678,-1,0
102686,0.6772663593292236,-1,0
102703,0.8845188021659851,1,1
102707,0.8722454905509949,1,1
102711,0.8691771030426025,-1,0
102729,0.9260808825492859,1,1
102751,0.7969316840171814,-1,0
102757,0.7762901186943054,-1,0
102763,0.7938632965087891,1,1
10282,0.7433751821517944,1,1
102821,0.8348674774169922,1,1
102825,0.958716869354248,1,1
102830,0.9539749026298523,1,1
102831,0.9539749026298523,-1,0
102842,0.9308228492736816,-1,0
102850,0.9202231764793396,1,1
102857,0.897071123123169,1,1
102861,0.882287323474884,1,1
102863,0.8775453567504883,1,1
102880,0.8270571827888489,1,1
102895,0.833193838596344,-1,0
102911,0.7776848077774048,1,1
102927,0.7191073894500732,1,1
103028,0.6264992952346802,-1,0
103073,0.7947001457214355,-1,0
103077,0.8451882600784302,-1,0
1031,0.3168758749961853,1,1
103166,0.7271966338157654,-1,0
103193,0.7439330816268921,1,1
10320,0.9447698593139648,1,1
103204,0.7018131017684937,-1,0
103227,0.8923291563987732,-1,0
103233,0.8365411162376404,1,1
103243,0.8136680722236633,1,1
103245,0.8016736507415771,1,1
103248,0.7762901186943054,-1,0
10325,0.9188284277915955,1,1
103306,0.8337517380714417,-1,0
103317,0.8209205269813538,1,1
103329,0.8917712569236755,-1,0
103389,0.9358437657356262,1,1
103485,0.7966527342796326,1,1
103529,0.8016736507415771,-1,0
103551,0.6588563323020935,-1,0
103555,0.9718270301818848,0,1
103555,0.9718270301818848,0,1
103557,0.9709902405738831,-1,1
103557,0.9709902405738831,-1,0
103557,0.9709902405738831,-1,1
103557,0.9709902405738831,-1,1
103557,0.9709902405738831,-1,1
103557,0.9709902405738831,-1,1
10357,0.5729427933692932,1,1
103571,0.9377963542938232,-1,0
103572,0.936122715473175,-1,0
103577,0.9288703203201294,1,1
103579,0.9260808825492859,1,1
103582,0.9684797525405884,1,1
103593,0.8270571827888489,1,1
103595,0.8220362663269043,1,1
103596,0.9179916381835938,1,1
103597,0.8192468881607056,-1,0
103606,0.7216178774833679,1,1
103611,0.7372384667396545,1,1
103623,0.9099023938179016,-1,0
103625,0.7403068542480469,-1,0
103645,0.6937238574028015,-1,0
103690,0.9634588360786438,1,1
103738,0.8080892562866211,-1,0
103794,0.6172943115234375,-1,0
103799,0.8075313568115234,1,1
103800,0.8066945672035217,1,1
103801,0.7991631627082825,1,1
103802,0.7955369353294373,1,1
103823,0.8278940320014954,1,1
103935,0.7980474233627319,-1,0
103978,0.6242677569389343,1,1
103984,0.8909344673156738,1,1
104014,0.9662482738494873,-1,0
104020,0.956764280796051,1,1
104038,0.9327754378318787,1,1
104040,0.931938648223877,1,1
104042,0.9732217788696289,-1,0
104045,0.9308228492736816,1,1
104061,0.9210599660873413,-1,0
104062,0.9202231764793396,1,1
104064,0.9188284277915955,1,1
104069,0.915202260017395,1,1
104072,0.9322175979614258,1,1
104095,0.8633193969726562,1,1
104097,0.8549512028694153,1,1
104104,0.8421199321746826,1,1
104108,0.9260808825492859,1,1
104126,0.8276150822639465,1,1
104157,0.8114365339279175,1,1
104218,0.7308228611946106,1,1
104223,0.9358437657356262,1,1
104224,0.8105997443199158,1,1
104233,0.7249651551246643,1,1
104235,0.7246862053871155,1,1
104239,0.7205020785331726,1,1
104321,0.9283124208450317,1,1
104325,0.9227336049079895,-1,0
104376,0.8178521394729614,-1,0
10440,0.944490909576416,1,1
104408,0.9285913705825806,1,1
104422,0.9124128222465515,-1,0
104433,0.884239912033081,-1,0
104436,0.8741980195045471,1,1
104442,0.8574616312980652,1,1
104454,0.8334727883338928,1,1
104462,0.8237099051475525,1,1
104467,0.8158996105194092,-1,-1
10447,0.515481173992157,1,1
104480,0.8309623599052429,1,1
104481,0.804184079170227,-1,0
104485,0.7810320854187012,1,1
104494,0.8292887210845947,-1,0
104501,0.7405857443809509,1,1
104557,0.7266387939453125,1,1
10460,0.8150627613067627,1,1
10468,0.6970711350440979,-1,0
104690,0.9224546551704407,-1,0
104699,0.8898186683654785,-1,-1
1047,0.9693166017532349,1,1
104700,0.8831241130828857,1,1
104714,0.868061363697052,1,1
104716,0.8594142198562622,-1,0
104717,0.8588563203811646,-1,0
104742,0.814504861831665,1,1
104744,0.8094839453697205,1,1
104746,0.8069735169410706,-1,0
104752,0.7966527342796326,1,1
104764,0.8273361325263977,-1,0
104804,0.8245466947555542,1,1
10481,0.8052998781204224,1,1
10489,0.6781032085418701,-1,0
104903,0.7297071218490601,1,1
104911,0.8061366677284241,1,1
104918,0.9040446281433105,1,1
10493,0.6847977638244629,-1,0
104944,0.7288702726364136,1,1
104972,0.8582984805107117,1,1
105053,0.9617851972579956,1,1
105137,0.7263598442077637,1,1
105167,0.864156186580658,1,1
105168,0.8560669422149658,-1,0
105172,0.8156206607818604,-1,0
105279,0.6315202116966248,-1,0
10528,0.9302650094032288,1,1
105289,0.7255229949951172,1,1
105315,0.800000011920929,1,1
10532,0.717433750629425,1,1
105426,0.9408647418022156,-1,0
105497,0.6323570609092712,-1,0
105621,0.618410050868988,1,1
105730,0.8156206607818604,-1,0
10574,0.9500697255134583,1,1
105810,0.7246862053871155,1,1
106006,0.9528591632843018,-1,0
106011,0.8203626275062561,1,1
106020,0.7723849415779114,-1,0
106056,0.6504881381988525,-1,0
10612,0.6175732016563416,1,1
106159,0.7944211959838867,-1,0
106330,0.8064156174659729,-1,0
106331,0.8281729221343994,1,1
106332,0.8055788278579712,1,1
106346,0.7509065270423889,-1,0
10639,0.7191073894500732,1,1
106480,0.8820083737373352,-1,0
106504,0.9202231764793396,1,1
10653,0.8683403134346008,-1,0
106613,0.7955369353294373,1,1
10662,0.9350069761276245,1,1
106650,0.835146427154541,1,1
106749,0.8340306878089905,1,1
106761,0.8078103065490723,-1,0
106763,0.7871687412261963,-1,0
106821,0.9336122870445251,1,1
106822,0.7347280383110046,1,1
106831,0.8050209283828735,1,1
106858,0.9495118260383606,-1,0
106867,0.9285913705825806,1,1
106884,0.8610878586769104,1,1
106916,0.8030683398246765,1,1
106922,0.7894002795219421,1,1
106926,0.779358446598053,1,1
106928,0.7760111689567566,1,1
106941,0.7478381991386414,1,1
106948,0.7263598442077637,-1,0
107010,0.7495118379592896,1,1
107013,0.7969316840171814,1,1
107014,0.7933054566383362,1,1
107015,0.7921896576881409,1,1
107016,0.7907949686050415,1,1
107017,0.7874476909637451,1,1
107018,0.7860530018806458,1,1
107019,0.7790794968605042,1,1
107020,0.7762901186943054,1,1
107021,0.769037663936615,1,1
107022,0.7659693360328674,1,1
107023,0.7598326206207275,1,1
107024,0.758716881275177,1,1
107025,0.7570432424545288,1,1
107026,0.7525801658630371,1,1
107027,0.7511854767799377,1,1
107028,0.7481171488761902,1,1
107029,0.7472803592681885,1,1
107030,0.7467224597930908,1,1
107031,0.7450488209724426,1,1
107032,0.7442119717597961,1,1
107033,0.7439330816268921,1,1
107034,0.7428172826766968,1,1
107035,0.7414225935935974,1,1
107036,0.7411436438560486,1,1
107037,0.7405857443809509,1,1
107038,0.7397489547729492,1,1
107039,0.7383542656898499,1,1
107040,0.7377963662147522,1,1
107041,0.7375174164772034,1,1
107042,0.7375174164772034,1,1
107043,0.7347280383110046,1,1
107044,0.7338911890983582,1,1
107045,0.7338911890983582,1,1
107046,0.73221755027771,1,1
107047,0.7319386601448059,1,1
107048,0.7311018109321594,1,1
107049,0.7308228611946106,1,1
107050,0.7305439114570618,1,1
107051,0.7302650213241577,1,1
107052,0.7294281721115112,1,1
107053,0.7294281721115112,1,1
107054,0.7294281721115112,1,1
107055,0.7294281721115112,1,1
107056,0.7288702726364136,1,1
107057,0.7285913825035095,1,1
107058,0.7280334830284119,1,1
107059,0.7274755835533142,1,1
107060,0.7274755835533142,1,1
107061,0.7274755835533142,1,1
107062,0.7271966338157654,1,1
107063,0.7269176840782166,1,1
107064,0.7269176840782166,1,1
107065,0.7269176840782166,1,1
107066,0.7269176840782166,1,1
107067,0.7263598442077637,1,1
107068,0.7260808944702148,1,1
107069,0.7260808944702148,1,1
107070,0.7260808944702148,1,1
107071,0.725801944732666,1,1
107072,0.7255229949951172,1,1
107073,0.7255229949951172,1,1
107074,0.7252440452575684,1,1
107075,0.7249651551246643,1,1
107076,0.7249651551246643,1,1
107077,0.7246862053871155,1,1
107078,0.7246862053871155,1,1
107079,0.7241283059120178,1,1
107080,0.723849356174469,1,1
107081,0.723849356174469,1,1
107082,0.7235704064369202,1,1
107083,0.7232915163040161,1,1
107084,0.7232915163040161,1,1
107085,0.7227336168289185,1,1
107086,0.7227336168289185,1,1
107087,0.7224546670913696,1,1
107088,0.7221757173538208,1,1
107089,0.7221757173538208,1,1
107090,0.7216178774833679,1,1
107091,0.7202231287956238,1,1
107092,0.7202231287956238,1,1
107093,0.7199442386627197,1,1
107094,0.7196652889251709,1,1
107095,0.7196652889251709,1,1
107096,0.7193863391876221,1,1
107097,0.7193863391876221,1,1
107098,0.7193863391876221,1,1
107099,0.7191073894500732,1,1
107100,0.7188284397125244,1,1
107101,0.7185494899749756,1,1
107102,0.7185494899749756,1,1
107103,0.7182705998420715,1,1
107104,0.7179916501045227,1,1
107105,0.7179916501045227,1,1
107106,0.7179916501045227,1,1
107107,0.7177127003669739,1,1
107108,0.7171548008918762,1,1
107109,0.7165969610214233,1,1
107110,0.7165969610214233,1,1
107111,0.7165969610214233,1,1
107112,0.7165969610214233,1,1
107113,0.7163180112838745,1,1
107114,0.7163180112838745,1,1
107115,0.7157601118087769,1,1
107116,0.715481162071228,1,1
107117,0.7152022123336792,1,1
107118,0.7149232625961304,1,1
107119,0.7146443724632263,1,1
107120,0.7146443724632263,1,1
107121,0.7143654227256775,1,1
107122,0.7143654227256775,1,1
107123,0.7140864729881287,1,1
107124,0.7138075232505798,1,1
107125,0.713528573513031,1,1
107126,0.713528573513031,1,1
107127,0.713528573513031,1,1
107128,0.7132496237754822,1,1
107129,0.7132496237754822,1,1
107130,0.7132496237754822,1,1
107131,0.7129707336425781,1,1
107132,0.7126917839050293,1,1
107133,0.7126917839050293,1,1
107134,0.7124128341674805,1,1
107135,0.7124128341674805,1,1
107136,0.7124128341674805,1,1
107137,0.7124128341674805,1,1
107138,0.7121338844299316,1,1
107139,0.7121338844299316,1,1
107140,0.7121338844299316,1,1
107141,0.7118549346923828,1,1
107142,0.7118549346923828,1,1
107143,0.7118549346923828,1,1
107144,0.7118549346923828,1,1
107145,0.7118549346923828,1,1
107146,0.7112970948219299,1,1
107147,0.7112970948219299,1,1
107148,0.7112970948219299,1,1
107149,0.7112970948219299,1,1
107150,0.7112970948219299,1,1
107151,0.7112970948219299,1,1
107152,0.7107391953468323,1,1
107153,0.7107391953468323,1,1
107154,0.7107391953468323,1,1
107155,0.7107391953468323,1,1
107156,0.7107391953468323,1,1
107157,0.7104602456092834,1,1
107158,0.7099023461341858,1,1
107159,0.7099023461341858,1,1
107160,0.7096234560012817,1,1
107161,0.7096234560012817,1,1
107162,0.7096234560012817,1,1
107163,0.7096234560012817,1,1
107164,0.7093445062637329,1,1
107165,0.7093445062637329,1,1
107166,0.7093445062637329,1,1
107167,0.7093445062637329,1,1
107168,0.7090655565261841,1,1
107169,0.7090655565261841,1,1
107170,0.7090655565261841,1,1
107171,0.7087866067886353,1,1
107172,0.7087866067886353,1,1
107173,0.7087866067886353,1,1
107174,0.7087866067886353,1,1
107175,0.7085076570510864,1,1
107176,0.7085076570510864,1,1
107177,0.7085076570510864,1,1
107178,0.7085076570510864,1,1
107179,0.7085076570510864,1,1
107224,0.8323570489883423,1,1
107248,0.7364016771316528,1,1
107259,0.7221757173538208,1,1
107276,0.8786610960960388,-1,0
107283,0.8320780992507935,1,1
107292,0.8147838115692139,-1,-1
10730,0.9377963542938232,1,1
10733,0.9684797525405884,1,1
10734,0.9684797525405884,1,1
10740,0.6156206130981445,-1,0
107421,0.6630404591560364,-1,0
10750,0.44658297300338745,1,1
107526,0.9517433643341064,1,1
107547,0.9260808825492859,1,1
107575,0.8535565137863159,-1,0
107578,0.8499302864074707,1,1
107580,0.845467209815979,1,1
107584,0.837099015712738,1,1
107589,0.8315201997756958,1,1
10760,0.8875871896743774,1,1
107610,0.8181310892105103,1,1
107635,0.8050209283828735,1,1
107653,0.7637377977371216,-1,0
107674,0.8156206607818604,1,1
107697,0.7941422462463379,0,1
107697,0.7941422462463379,0,0
107706,0.7804741859436035,-1,0
107718,0.7977684736251831,-1,0
10784,0.5930265188217163,1,1
107845,0.8683403134346008,-1,0
107903,0.8016736507415771,-1,0
107908,0.8008368015289307,1,1
107952,0.8276150822639465,-1,0
107962,0.7779637575149536,-1,0
10800,0.40334728360176086,-1,0
108022,0.9732217788696289,1,1
10804,0.5188284516334534,-1,0
108081,0.9534170031547546,-1,0
10809,0.6384937167167664,-1,0
10812,0.8253835439682007,1,1
108143,0.9241282939910889,-1,0
108155,0.9377963542938232,1,1
108158,0.8708507418632507,1,1
108173,0.7737796306610107,1,1
108178,0.738075315952301,1,1
108190,0.9001394510269165,1,1
108242,0.8025104403495789,-1,0
108288,0.7880055904388428,-1,0
108300,0.7403068542480469,-1,0
108313,0.7182705998420715,-1,0
108330,0.7695955634117126,-1,0
108331,0.7623431086540222,-1,-1
108359,0.8463040590286255,-1,0
108389,0.8013947010040283,1,1
108390,0.8206415772438049,1,1
108412,0.8270571827888489,-1,0
10842,0.6786611080169678,1,1
108457,0.8195257782936096,1,1
10848,0.7202231287956238,1,1
108544,0.7553696036338806,-1,0
108572,0.8267782330513,1,1
108577,0.7991631627082825,-1,0
108583,0.7377963662147522,-1,-1
108591,0.9372385144233704,1,1
108596,0.8206415772438049,-1,0
108602,0.8052998781204224,-1,0
108610,0.8158996105194092,-1,0
108612,0.804184079170227,-1,0
108626,0.7983263731002808,-1,0
108627,0.7938632965087891,1,1
108713,0.9721059799194336,1,1
108785,0.8170153498649597,1,1
108791,0.8147838115692139,1,1
108800,0.7980474233627319,-1,0
10882,0.7966527342796326,1,1
10885,0.967085063457489,1,1
10886,0.655788004398346,1,1
108863,0.7252440452575684,1,1
108878,0.7511854767799377,-1,-1
108911,0.8253835439682007,-1,0
108938,0.8479776978492737,-1,0
108940,0.8398884534835815,-1,0
108941,0.8295676708221436,-1,0
108943,0.8264992833137512,1,1
10900,0.8013947010040283,-1,0
109080,0.7271966338157654,-1,0
109144,0.7947001457214355,-1,0
109198,0.7269176840782166,1,1
109272,0.9414225816726685,1,1
109359,0.8387726545333862,1,1
109368,0.7252440452575684,-1,0
10939,0.39191073179244995,1,1
109505,0.7506276369094849,-1,0
109531,0.9718270301818848,1,1
109554,0.9534170031547546,1,1
109571,0.9629009962081909,1,1
109575,0.9425383806228638,1,1
109582,0.9366806149482727,1,1
109602,0.9057182669639587,1,1
109607,0.9059972167015076,1,1
109631,0.8881450295448303,1,1
109642,0.8839609622955322,-1,0
109644,0.8831241130828857,1,1
109669,0.8688982129096985,1,1
109689,0.8588563203811646,1,1
109703,0.9383542537689209,1,1
109706,0.8585774302482605,1,1
109738,0.8379358649253845,1,1
109743,0.8217573165893555,1,1
109744,0.8304044604301453,1,1
109762,0.8064156174659729,1,1
109774,0.8203626275062561,1,1
109788,0.9115760326385498,1,1
109834,0.7863319516181946,1,1
109842,0.8329149484634399,1,1
109871,0.7578800320625305,1,1
109875,0.8172942996025085,1,1
109893,0.855787992477417,1,1
109903,0.7525801658630371,1,1
109917,0.746443510055542,-1,-1
109936,0.8418409824371338,1,1
109962,0.9782426953315735,-1,0
109977,0.9721059799194336,1,1
110,0.5801952481269836,-1,0
110032,0.7263598442077637,1,1
110036,0.9497907757759094,1,1
110042,0.9470013976097107,1,1
110052,0.946443498134613,1,1
110055,0.9456067085266113,0,1
110055,0.9456067085266113,0,1
110060,0.7207810282707214,1,1
110074,0.9397489428520203,1,1
110084,0.9364016652107239,1,1
110090,0.9352859258651733,1,1
110093,0.933891236782074,-1,0
110095,0.9330543875694275,1,1
110107,0.9311017990112305,1,1
110126,0.9258019328117371,1,1
110170,0.9040446281433105,1,1
110172,0.9037656784057617,1,1
110190,0.8959553837776184,1,1
1102,0.969037652015686,-1,0
11020,0.6741980314254761,1,1
110235,0.8716875910758972,1,1
110245,0.8697350025177002,1,1
110257,0.868061363697052,1,1
110281,0.8649930357933044,1,1
110308,0.8619247078895569,1,1
110317,0.8290097713470459,1,1
110336,0.8599721193313599,1,1
110359,0.7888423800468445,-1,0
110391,0.8563458919525146,1,1
110425,0.8546722531318665,1,1
110436,0.843514621257782,1,1
110458,0.8384937047958374,1,1
110462,0.8376569151878357,1,1
110464,0.8373779654502869,1,1
110512,0.8301255106925964,1,1
110517,0.8298465609550476,1,1
11052,0.7260808944702148,1,1
110529,0.8284518718719482,1,1
110540,0.8276150822639465,1,1
110560,0.8267782330513,1,1
110561,0.8267782330513,1,1
110565,0.8264992833137512,-1,0
110569,0.8262203335762024,1,1
110601,0.824825644493103,1,1
110605,0.8245466947555542,1,1
110609,0.8245466947555542,1,1
110610,0.8245466947555542,1,1
110611,0.8245466947555542,1,1
110614,0.8242678046226501,1,1
110625,0.9531380534172058,1,1
110639,0.8231520056724548,1,1
11064,0.7299860715866089,1,1
110643,0.822873055934906,-1,0
110651,0.822594165802002,1,1
110652,0.822594165802002,1,1
110657,0.8223152160644531,1,1
110664,0.8220362663269043,1,1
110675,0.969037652015686,1,1
110676,0.9308228492736816,-1,0
110679,0.8214783668518066,1,1
110689,0.8209205269813538,1,1
110690,0.8209205269813538,1,1
110692,0.8209205269813538,1,1
110694,0.9375174045562744,1,1
110705,0.8203626275062561,1,1
110706,0.8200836777687073,1,1
110708,0.8200836777687073,1,1
110743,0.8175732493400574,1,1
110747,0.8172942996025085,1,1
110751,0.8167364001274109,1,1
110755,0.8167364001274109,1,1
110758,0.8161785006523132,1,1
110771,0.9525802135467529,1,1
110776,0.837099015712738,1,1
110787,0.8139470219612122,1,1
110788,0.8105997443199158,1,1
1108,0.969037652015686,1,1
110806,0.8873082399368286,1,1
110811,0.9648535847663879,-1,0
110812,0.8033472895622253,1,1
110814,0.8033472895622253,1,1
110821,0.7997210621833801,-1,0
110828,0.7980474233627319,1,1
110845,0.9311017990112305,1,1
110854,0.791631817817688,1,1
1109,0.969037652015686,1,1
110903,0.822594165802002,1,1
110924,0.7788005471229553,1,1
110927,0.7785215973854065,1,1
110940,0.8284518718719482,1,1
110961,0.8382147550582886,-1,-1
111,0.579637348651886,1,1
1110,0.969037652015686,-1,0
111068,0.8337517380714417,1,1
111088,0.8647140860557556,1,1
11110,0.6432356834411621,1,1
111111,0.744490921497345,-1,0
11112,0.633193850517273,1,1
111124,0.7422594428062439,1,1
111183,0.8181310892105103,1,1
111193,0.8108786344528198,1,1
111242,0.9743375182151794,1,1
111261,0.909344494342804,1,1
111324,0.9260808825492859,-1,0
111344,0.748396098613739,1,1
111461,0.7260808944702148,-1,0
11149,0.6663877367973328,1,1
111511,0.7255229949951172,1,1
111512,0.8256624937057495,1,1
111547,0.8251045942306519,1,1
111584,0.7907949686050415,1,1
111619,0.7232915163040161,-1,0
111685,0.8794978857040405,1,1
111789,0.7531380653381348,-1,0
111796,0.8251045942306519,1,1
11181,0.6315202116966248,-1,0
111815,0.7152022123336792,-1,0
111865,0.9065551161766052,-1,0
111867,0.90292888879776,-1,0
